report_date,manufacturer,model_original,model_year,model_key,source_url,loaded_at
2022-11-17,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-17,현대자동차(주),그랜저(GRANDEUR),2015,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-17,현대자동차(주),코나 하이브리드(KONA HYBRID),2021,HYU_KONA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-17,현대자동차(주),팰리세이드(PALISADE),2023,HYU_PALISADE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-18,현대자동차(주),아반떼 Hybrid(AVANTE Hybrid),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-18,현대자동차(주),아반떼(AVANTE),2019,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-18,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-18,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-18,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-18,현대자동차(주),그랜저(GRANDEUR),2013,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-18,현대자동차(주),그랜저(GRANDEUR),2017,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-18,현대자동차(주),그랜저(GRANDEUR),2017,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-18,현대자동차(주),그랜저(GRANDEUR),2017,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-18,현대자동차(주),싼타페(SANTAFE),2015,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-18,기아주식회사,K5,2023,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-18,기아주식회사,쏘렌토,2022,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-18,기아주식회사,쏘렌토 하이브리드,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-18,기아주식회사,쏘렌토 하이브리드,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-18,기아주식회사,쏘렌토 하이브리드,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-21,현대자동차(주),아반떼 (AVANTE),2013,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-21,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-21,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-21,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-21,현대자동차(주),아반떼(AVANTE),2016,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-21,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-21,현대자동차(주),그랜저(GRANDEUR),2012,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-21,현대자동차(주),그랜저(GRANDEUR),2018,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-21,현대자동차(주),그랜저(GRANDEUR),2016,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-21,현대자동차(주),그랜저(GRANDEUR),2018,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-21,현대자동차(주),그랜저(GRANDEUR),2018,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-21,현대자동차(주),그랜저(GRANDEUR),2016,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-21,현대자동차(주),싼타페(SANTAFE),2015,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-21,현대자동차(주),싼타페(SANTAFE),2013,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-21,현대자동차(주),스타리아 라운지 (STARIA LOUNGE),2022,HYU_STARIA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-21,기아주식회사,K5,2013,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-21,기아주식회사,K8,2022,KIA_K8,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-21,기아주식회사,셀토스,2023,KIA_SELTOS,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-21,기아주식회사,스포티지 하이브리드,2022,KIA_SPORTAGE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-22,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-22,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-22,현대자동차(주),그랜저(GRANDEUR),2011,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-22,현대자동차(주),쏘나타 (SONATA),2011,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-22,현대자동차(주),쏘나타(SONATA) 하이브리드,2014,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-22,기아주식회사,니로 하이브리드,2020,KIA_NIRO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-22,기아주식회사,스포티지 하이브리드,2022,KIA_SPORTAGE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-23,현대자동차(주),아반떼 하이브리드(AVANTE HYBRID),2010,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-23,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-23,현대자동차(주),그랜저(GRANDEUR),2017,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-23,현대자동차(주),아이오닉6 (IONIQ6),2023,HYU_IONIQ6,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-23,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),2019,HYU_KONA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-23,현대자동차(주),쏘나타(SONATA),2018,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-23,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-23,기아주식회사,쏘렌토,2018,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-23,기아주식회사,쏘렌토 하이브리드,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-24,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-24,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-24,현대자동차(주),그랜저 하이브리드(GRANDEUR HYBRID),2020,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-24,현대자동차(주),그랜저(GRANDEUR),2016,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-24,현대자동차(주),그랜저(GRANDEUR),2017,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-24,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-24,기아주식회사,K8 하이브리드,2022,KIA_K8,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-24,기아주식회사,스포티지 하이브리드,2022,KIA_SPORTAGE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-25,현대자동차(주),그랜저(GRANDEUR),2015,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-25,현대자동차(주),쏘나타(SONATA),2012,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-25,기아주식회사,K8 하이브리드,2023,KIA_K8,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-25,기아주식회사,쏘렌토 하이브리드,2022,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-25,기아주식회사,쏘렌토 하이브리드,2022,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-25,기아주식회사,쏘렌토 하이브리드,2022,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-28,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-28,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-28,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-28,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-28,현대자동차(주),아이오닉6 (IONIQ6),2023,HYU_IONIQ6,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-28,현대자동차(주),아이오닉6 (IONIQ6),2023,HYU_IONIQ6,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-28,현대자동차(주),투싼(TUCSON),2016,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-28,현대자동차(주),투싼(TUCSON),2016,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-28,기아주식회사,EV6,2022,KIA_EV6,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-28,기아주식회사,니로 EV,2019,KIA_NIRO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-28,기아주식회사,니로 EV,2019,KIA_NIRO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-28,기아주식회사,쏘렌토 하이브리드,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-28,기아주식회사,쏘렌토 하이브리드,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-28,기아주식회사,쏘렌토 하이브리드,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-28,기아주식회사,쏘렌토 하이브리드,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-28,기아주식회사,쏘렌토 하이브리드,2022,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-28,기아주식회사,쏘렌토 하이브리드,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-28,기아주식회사,쏘렌토 하이브리드,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-28,기아주식회사,쏘렌토 하이브리드,2022,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-28,기아주식회사,스포티지,2023,KIA_SPORTAGE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-29,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-29,현대자동차(주),아반떼(AVANTE),2016,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-29,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-29,현대자동차(주),그랜저(GRANDEUR),2012,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-29,현대자동차(주),그랜저(GRANDEUR),2018,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-29,현대자동차(주),그랜저(GRANDEUR) 하이브리드,2014,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-29,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-29,현대자동차(주),쏘나타(SONATA),2015,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-29,현대자동차(주),쏘나타(SONATA),2015,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-29,현대자동차(주),투싼(TUCSON),2016,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-29,기아주식회사,그랜드 카니발,2012,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-29,기아주식회사,K3,2018,KIA_K3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-29,기아주식회사,K7 하이브리드,2017,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-29,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-29,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-29,기아주식회사,쏘렌토 하이브리드,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-29,기아주식회사,쏘렌토 하이브리드,2022,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-29,기아주식회사,쏘렌토 하이브리드,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-29,기아주식회사,쏘렌토 하이브리드,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-29,기아주식회사,쏘렌토 하이브리드,2022,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-29,기아주식회사,쏘렌토 하이브리드,2022,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-29,기아주식회사,쏘렌토 하이브리드,2023,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-29,기아주식회사,스포티지 하이브리드,2023,KIA_SPORTAGE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-29,기아주식회사,스포티지 하이브리드,2022,KIA_SPORTAGE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-30,현대자동차(주),아반떼 하이브리드(AVANTE HYBRID),2010,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-30,현대자동차(주),그랜저(GRANDEUR),2018,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-30,현대자동차(주),아이오닉5 (IONIQ5),2022,HYU_IONIQ5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-30,현대자동차(주),투싼(TUCSON),2016,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-30,기아주식회사,EV6,2022,KIA_EV6,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-30,기아주식회사,K7,2016,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-11-30,기아주식회사,쏘렌토 하이브리드,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-01,현대자동차(주),아반떼 (AVANTE),2015,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-01,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-01,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-01,기아주식회사,봉고Ⅲ 1톤,2021,KIA_BONGO3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-01,기아주식회사,K7,2017,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-01,기아주식회사,K7,2016,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-01,기아주식회사,셀토스,2020,KIA_SELTOS,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-01,기아주식회사,쏘렌토 하이브리드,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-02,현대자동차(주),그랜저(GRANDEUR),2018,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-02,현대자동차(주),그랜저(GRANDEUR),2018,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-02,현대자동차(주),그랜저(GRANDEUR),2018,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-02,기아주식회사,쏘렌토 하이브리드,2022,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-02,기아주식회사,스포티지 하이브리드,2022,KIA_SPORTAGE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-05,현대자동차(주),그랜저 하이브리드,2018,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-05,현대자동차(주),그랜저(GRANDEUR),2018,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-05,현대자동차(주),그랜저(GRANDEUR),2017,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-05,현대자동차(주),그랜저(GRANDEUR),2018,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-05,현대자동차(주),그랜저(GRANDEUR),2018,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-05,현대자동차(주),그랜저(GRANDEUR),2018,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-05,현대자동차(주),그랜저(GRANDEUR),2017,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-05,현대자동차(주),그랜저(GRANDEUR),2018,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-05,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-05,기아주식회사,카니발,2021,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-05,기아주식회사,쏘렌토 하이브리드,2022,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-05,기아주식회사,스포티지,2015,KIA_SPORTAGE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-05,기아주식회사,스포티지 하이브리드,2022,KIA_SPORTAGE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-05,기아주식회사,스포티지 하이브리드,2022,KIA_SPORTAGE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-06,현대자동차(주),아반떼 Hybrid(AVANTE Hybrid),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-06,현대자동차(주),아반떼 Hybrid(AVANTE Hybrid),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-06,현대자동차(주),캐스퍼(CASPER),2023,HYU_CASPER,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-06,현대자동차(주),캐스퍼(CASPER),2023,HYU_CASPER,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-06,현대자동차(주),그랜저 하이브리드 (GRANDEUR HYBRID),2016,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-06,현대자동차(주),그랜저(GRANDEUR),2017,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-06,현대자동차(주),그랜저(GRANDEUR),2018,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-06,현대자동차(주),그랜저(GRANDEUR),2018,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-06,현대자동차(주),쏘나타 N 라인 (SONATA N Line),2022,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-06,기아주식회사,봉고Ⅲ 내장차,2020,KIA_BONGO3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-06,기아주식회사,스포티지,2018,KIA_SPORTAGE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-06,기아주식회사,스포티지,2016,KIA_SPORTAGE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-06,기아주식회사,스포티지,2016,KIA_SPORTAGE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-07,현대자동차(주),그랜저(GRANDEUR),2018,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-07,현대자동차(주),그랜저(GRANDEUR),2017,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-07,현대자동차(주),쏘나타 (SONATA),2010,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-07,기아주식회사,셀토스,2023,KIA_SELTOS,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-07,기아주식회사,쏘렌토 하이브리드,2023,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-08,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-08,현대자동차(주),그랜저(GRANDEUR),2019,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-08,현대자동차(주),그랜저(GRANDEUR),2014,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-08,현대자동차(주),그랜저(GRANDEUR),2017,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-08,현대자동차(주),쏘나타(SONATA),2017,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-08,현대자동차(주),쏘나타(SONATA),2015,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-08,현대자동차(주),스타리아 (STARIA),2022,HYU_STARIA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-08,기아주식회사,K7,2017,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-08,기아주식회사,K7,2017,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-08,기아주식회사,K7,2016,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-08,기아주식회사,K8 하이브리드,2022,KIA_K8,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-08,기아주식회사,쏘렌토,2016,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-09,현대자동차(주),그랜저(GRANDEUR),2017,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-09,현대자동차(주),아이오닉6 (IONIQ6),2023,HYU_IONIQ6,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-09,기아주식회사,셀토스,2023,KIA_SELTOS,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-12,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-12,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-12,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-12,현대자동차(주),캐스퍼(CASPER),2023,HYU_CASPER,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-12,현대자동차(주),그랜저(GRANDEUR),2015,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-12,현대자동차(주),그랜저(GRANDEUR),2017,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-12,현대자동차(주),스타리아 라운지 (STARIA LOUNGE),2022,HYU_STARIA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-12,기아주식회사,K7,2017,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-12,기아주식회사,니로 하이브리드,2022,KIA_NIRO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-13,기아주식회사,K7,2016,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-13,기아주식회사,니로 하이브리드,2022,KIA_NIRO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-14,현대자동차(주),그랜저(GRANDEUR),2017,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-14,현대자동차(주),그랜저(GRANDEUR),2018,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-14,현대자동차(주),그랜저(GRANDEUR),2019,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-14,현대자동차(주),아이오닉6 (IONIQ6),2023,HYU_IONIQ6,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-14,기아주식회사,K7,2016,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-15,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-15,현대자동차(주),아이오닉6 (IONIQ6),2023,HYU_IONIQ6,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-15,현대자동차(주),아이오닉6 (IONIQ6),2023,HYU_IONIQ6,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-15,현대자동차(주),아이오닉6 (IONIQ6),2023,HYU_IONIQ6,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2022-12-15,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),2019,HYU_KONA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
